"filename", "language", "Markdown", "Go Checksum File", "Properties", "Go", "YAML", "Go Module File", "JSON with Comments", "TypeScript", "TypeScript JSX", "PostCSS", "JavaScript", "JSON", "HTML", "XML", "MS SQL", "comment", "blank", "total"
"/home/anonymous/Desktop/projects/autobiography/client/src/hooks/use-mobile.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 5, 20
"/home/anonymous/Desktop/projects/autobiography/client/src/hooks/use-toast.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 2, 31, 192
"/home/anonymous/Desktop/projects/autobiography/client/src/index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 1, 30, 103
"/home/anonymous/Desktop/projects/autobiography/client/src/lib/utils.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/home/anonymous/Desktop/projects/autobiography/client/src/main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/home/anonymous/Desktop/projects/autobiography/client/src/pages/Index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 8, 56
"/home/anonymous/Desktop/projects/autobiography/client/src/pages/NotFound.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 5, 28
"/home/anonymous/Desktop/projects/autobiography/client/src/vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/home/anonymous/Desktop/projects/autobiography/client/tailwind.config.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 2, 97
"/home/anonymous/Desktop/projects/autobiography/client/tsconfig.app.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 2, 4, 31
"/home/anonymous/Desktop/projects/autobiography/client/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"/home/anonymous/Desktop/projects/autobiography/client/tsconfig.node.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 2, 3, 23
"/home/anonymous/Desktop/projects/autobiography/client/vite.config.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 1, 2, 23
